epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,14276.7,1.35311,0.79325,0.95473,0.59556,0.42639,0.48028,0.27973,1.26397,0.68447,0.91864,0.00402084,0.00402084,0.00402084
172,14560.8,1.35271,0.79243,0.95428,0.59128,0.42753,0.48012,0.27989,1.26386,0.68435,0.91858,0.00397019,0.00397019,0.00397019
173,14847.1,1.3521,0.79115,0.95315,0.59123,0.42774,0.48017,0.27991,1.26372,0.68416,0.91854,0.00391966,0.00391966,0.00391966
174,15131,1.35118,0.79142,0.95427,0.58958,0.42862,0.48033,0.28011,1.26349,0.68394,0.91844,0.00386926,0.00386926,0.00386926
175,15413.7,1.34942,0.7901,0.95267,0.59125,0.42907,0.48069,0.28026,1.26329,0.68376,0.91826,0.00381899,0.00381899,0.00381899
176,15702.1,1.34966,0.78897,0.95246,0.58737,0.43041,0.48106,0.28032,1.26304,0.68373,0.91811,0.00376885,0.00376885,0.00376885
177,15984.6,1.34852,0.78908,0.95382,0.58565,0.43081,0.48138,0.28045,1.26279,0.68349,0.91816,0.00371885,0.00371885,0.00371885
178,16268.9,1.3489,0.78935,0.95328,0.58158,0.43351,0.48087,0.28038,1.26254,0.68326,0.91809,0.00366899,0.00366899,0.00366899
179,16554.6,1.35178,0.79018,0.95372,0.58298,0.43348,0.48133,0.28067,1.26236,0.68318,0.9181,0.00361929,0.00361929,0.00361929
180,16837.4,1.34755,0.78753,0.95268,0.58363,0.43378,0.48162,0.28069,1.26216,0.68311,0.91801,0.00356975,0.00356975,0.00356975
181,17121.5,1.34913,0.78842,0.9529,0.58525,0.43414,0.4818,0.28097,1.26209,0.68295,0.91807,0.00352037,0.00352037,0.00352037
182,17404.5,1.34595,0.78589,0.95239,0.58722,0.43431,0.48227,0.2812,1.26198,0.68277,0.91797,0.00347115,0.00347115,0.00347115
183,17687.7,1.34712,0.78691,0.95068,0.58602,0.43509,0.48244,0.28126,1.26198,0.68266,0.91784,0.00342211,0.00342211,0.00342211
184,17971.9,1.34349,0.78386,0.95075,0.58625,0.43529,0.48269,0.28141,1.26185,0.68242,0.91775,0.00337325,0.00337325,0.00337325
185,18257.8,1.34574,0.78389,0.95,0.58571,0.43507,0.48345,0.28163,1.26169,0.68228,0.91759,0.00332457,0.00332457,0.00332457
186,18542,1.34581,0.78545,0.95076,0.58245,0.43736,0.48369,0.28169,1.26142,0.68225,0.9174,0.00327608,0.00327608,0.00327608
187,18824.3,1.3442,0.78359,0.94981,0.58367,0.43573,0.48341,0.28194,1.26116,0.68206,0.91717,0.00322778,0.00322778,0.00322778
188,19109.5,1.34483,0.7839,0.95083,0.58218,0.43442,0.48318,0.28204,1.26099,0.68195,0.91706,0.00317969,0.00317969,0.00317969
189,19397.2,1.34438,0.78302,0.94989,0.58092,0.43469,0.4832,0.28221,1.26089,0.68179,0.91688,0.0031318,0.0031318,0.0031318
190,19682.8,1.34288,0.78233,0.94989,0.58631,0.43387,0.48363,0.28272,1.26078,0.68155,0.91669,0.00308412,0.00308412,0.00308412
191,19968.3,1.34206,0.7802,0.94917,0.58625,0.43391,0.48361,0.28253,1.26064,0.68156,0.91652,0.00303665,0.00303665,0.00303665
192,20252.7,1.34251,0.78119,0.94898,0.58536,0.43434,0.48353,0.28269,1.26055,0.6814,0.91633,0.00298941,0.00298941,0.00298941
193,20541.3,1.34017,0.77829,0.94875,0.58356,0.43569,0.48369,0.28274,1.26037,0.68133,0.91632,0.00294239,0.00294239,0.00294239
194,20827.3,1.34048,0.77973,0.94901,0.58174,0.43707,0.48369,0.28287,1.26035,0.68129,0.91635,0.00289561,0.00289561,0.00289561
195,21114,1.34138,0.77931,0.9491,0.58122,0.43812,0.48371,0.28281,1.26013,0.6812,0.91624,0.00284906,0.00284906,0.00284906
196,21397.8,1.33925,0.77746,0.94874,0.57989,0.43918,0.48447,0.28294,1.25986,0.68091,0.91615,0.00280275,0.00280275,0.00280275
197,21681.2,1.33941,0.7765,0.94896,0.58015,0.43906,0.48444,0.28304,1.25982,0.68073,0.91616,0.00275668,0.00275668,0.00275668
198,21965.7,1.33819,0.77677,0.94792,0.58058,0.43848,0.48471,0.28305,1.25968,0.68048,0.91608,0.00271087,0.00271087,0.00271087
199,22253.8,1.34,0.77722,0.94861,0.57956,0.43899,0.48513,0.28318,1.2595,0.68036,0.916,0.00266532,0.00266532,0.00266532
200,22536.7,1.33881,0.7763,0.94829,0.57761,0.44019,0.48559,0.28326,1.25927,0.68015,0.91593,0.00262003,0.00262003,0.00262003
201,22820.1,1.33551,0.77517,0.94742,0.57546,0.44142,0.48565,0.28337,1.25914,0.68014,0.91579,0.002575,0.002575,0.002575
202,23103.2,1.3366,0.7752,0.94774,0.57807,0.44044,0.48556,0.28339,1.25882,0.67994,0.91562,0.00253024,0.00253024,0.00253024
203,23389.8,1.33613,0.77331,0.94711,0.57762,0.43928,0.48572,0.28345,1.25877,0.67976,0.91548,0.00248577,0.00248577,0.00248577
204,23676,1.33583,0.77362,0.94692,0.57739,0.44012,0.48567,0.2837,1.25871,0.67968,0.91543,0.00244157,0.00244157,0.00244157
205,23963,1.33452,0.77288,0.94729,0.57563,0.44105,0.48621,0.28376,1.25868,0.67947,0.91548,0.00239766,0.00239766,0.00239766
206,24247.8,1.33259,0.76979,0.94556,0.57966,0.43982,0.48671,0.28384,1.2585,0.67925,0.91536,0.00235404,0.00235404,0.00235404
207,24534.1,1.33315,0.77054,0.94569,0.57998,0.44038,0.48666,0.28408,1.25843,0.67921,0.91534,0.00231071,0.00231071,0.00231071
208,24816.5,1.33162,0.77103,0.94598,0.57938,0.44104,0.4869,0.28423,1.25836,0.67914,0.9153,0.00226769,0.00226769,0.00226769
209,25098.3,1.33291,0.76978,0.94633,0.57499,0.44246,0.48738,0.28424,1.25827,0.67896,0.91525,0.00222497,0.00222497,0.00222497
210,25380.5,1.33119,0.76961,0.94558,0.57899,0.44131,0.48732,0.28425,1.25814,0.67877,0.91514,0.00218256,0.00218256,0.00218256
211,25664.1,1.32969,0.76868,0.94484,0.57696,0.44237,0.48755,0.28452,1.25793,0.6787,0.91504,0.00214046,0.00214046,0.00214046
212,25949,1.32992,0.76796,0.94496,0.57779,0.44298,0.48738,0.28445,1.25783,0.67861,0.91504,0.00209869,0.00209869,0.00209869
213,26236.4,1.32941,0.7668,0.94473,0.57653,0.44295,0.48724,0.28433,1.25771,0.67852,0.91491,0.00205723,0.00205723,0.00205723
214,26524.5,1.32946,0.76645,0.94514,0.57661,0.44274,0.48757,0.28446,1.25751,0.67829,0.91478,0.00201611,0.00201611,0.00201611
215,26809.6,1.32635,0.76446,0.94405,0.57563,0.44414,0.48791,0.28462,1.25732,0.67813,0.91461,0.00197532,0.00197532,0.00197532
216,27097.9,1.32796,0.76453,0.94308,0.57402,0.445,0.48777,0.28471,1.25719,0.67813,0.91451,0.00193486,0.00193486,0.00193486
217,27380.7,1.32622,0.76435,0.94439,0.57347,0.44693,0.48787,0.28459,1.2572,0.67802,0.91442,0.00189475,0.00189475,0.00189475
218,27664.5,1.32688,0.76358,0.94381,0.57719,0.44479,0.48802,0.28454,1.25707,0.6779,0.91432,0.00185498,0.00185498,0.00185498
219,27949.2,1.32561,0.76271,0.94304,0.57991,0.44396,0.48817,0.28474,1.25705,0.67784,0.91414,0.00181557,0.00181557,0.00181557
220,28233.3,1.32359,0.76165,0.94339,0.58134,0.44263,0.48836,0.28478,1.25694,0.67765,0.91409,0.00177651,0.00177651,0.00177651
221,28517.4,1.32492,0.76166,0.94315,0.58239,0.44038,0.48852,0.28518,1.2569,0.67745,0.91402,0.0017378,0.0017378,0.0017378
222,28802.8,1.32509,0.76058,0.94263,0.58273,0.44052,0.48849,0.28497,1.25686,0.67737,0.91392,0.00169946,0.00169946,0.00169946
223,29086.4,1.32445,0.76084,0.94256,0.58197,0.44198,0.48858,0.28493,1.25676,0.67729,0.91377,0.00166149,0.00166149,0.00166149
224,29370.6,1.32092,0.75902,0.94244,0.58107,0.44281,0.48873,0.28497,1.25659,0.67709,0.91363,0.00162389,0.00162389,0.00162389
225,29657.4,1.32397,0.75899,0.94119,0.58249,0.44167,0.48843,0.28482,1.25657,0.67689,0.91353,0.00158667,0.00158667,0.00158667
226,29942.2,1.32106,0.7572,0.94115,0.5836,0.44199,0.48838,0.28488,1.25653,0.67665,0.91339,0.00154982,0.00154982,0.00154982
227,30226.5,1.32092,0.75659,0.94098,0.58357,0.44256,0.48873,0.28491,1.25641,0.67639,0.91327,0.00151336,0.00151336,0.00151336
228,30509.8,1.31983,0.75662,0.94055,0.58416,0.44179,0.48875,0.28467,1.25625,0.67625,0.91312,0.00147729,0.00147729,0.00147729
229,30796.5,1.32079,0.75636,0.94047,0.58024,0.44399,0.48863,0.28487,1.25627,0.67614,0.91301,0.00144161,0.00144161,0.00144161
230,31082.5,1.32088,0.75696,0.94162,0.57918,0.44393,0.48863,0.28511,1.25615,0.67599,0.91297,0.00140632,0.00140632,0.00140632
231,31365.3,1.32149,0.75505,0.94091,0.57997,0.44368,0.48845,0.28513,1.25601,0.67589,0.91289,0.00137143,0.00137143,0.00137143
232,31651.2,1.31819,0.75338,0.94092,0.58127,0.44425,0.48846,0.28525,1.256,0.67572,0.91283,0.00133695,0.00133695,0.00133695
233,31935.4,1.3188,0.75393,0.94024,0.58243,0.44371,0.4888,0.28562,1.25591,0.67567,0.91271,0.00130287,0.00130287,0.00130287
234,32219.1,1.31833,0.75211,0.93965,0.58125,0.44467,0.48871,0.28574,1.25582,0.67553,0.91261,0.00126921,0.00126921,0.00126921
235,32502.5,1.31427,0.7506,0.93892,0.57952,0.44662,0.48884,0.28571,1.25588,0.6754,0.91253,0.00123596,0.00123596,0.00123596
236,32788,1.31672,0.75259,0.93913,0.58019,0.44582,0.48915,0.28597,1.2558,0.67527,0.91247,0.00120313,0.00120313,0.00120313
237,33071.3,1.31535,0.75036,0.94035,0.5814,0.44544,0.48928,0.28591,1.25571,0.67517,0.91246,0.00117072,0.00117072,0.00117072
238,33355.9,1.31576,0.75051,0.93914,0.58056,0.44448,0.48866,0.28602,1.25569,0.67507,0.91235,0.00113873,0.00113873,0.00113873
239,33641.8,1.31513,0.75135,0.93877,0.5804,0.44642,0.48931,0.28618,1.25561,0.67514,0.91225,0.00110718,0.00110718,0.00110718
240,33925.1,1.31356,0.74931,0.93841,0.5822,0.44431,0.48925,0.28617,1.25547,0.67496,0.91216,0.00107605,0.00107605,0.00107605
241,34209.5,1.3128,0.74812,0.9383,0.58022,0.44568,0.48944,0.28623,1.25549,0.67486,0.91218,0.00104537,0.00104537,0.00104537
242,34492.9,1.31153,0.74632,0.93789,0.58017,0.44568,0.48956,0.28627,1.25539,0.67476,0.91207,0.00101512,0.00101512,0.00101512
243,34779.9,1.31095,0.74597,0.93748,0.58063,0.44578,0.48973,0.28617,1.2553,0.67468,0.91207,0.000985311,0.000985311,0.000985311
244,35065.1,1.31084,0.74602,0.93722,0.58275,0.44584,0.48975,0.28624,1.25526,0.67465,0.91194,0.000955951,0.000955951,0.000955951
245,35351.4,1.31048,0.7458,0.93781,0.58034,0.44732,0.49,0.28633,1.25529,0.67464,0.91187,0.00092704,0.00092704,0.00092704
246,35639.1,1.30788,0.74247,0.9373,0.57873,0.44784,0.49013,0.28639,1.25527,0.67455,0.91187,0.000898581,0.000898581,0.000898581
247,35922.9,1.30806,0.74258,0.93684,0.57895,0.448,0.49048,0.28647,1.25522,0.6744,0.91183,0.000870577,0.000870577,0.000870577
248,36206.8,1.3061,0.74122,0.9371,0.57695,0.4482,0.49039,0.28653,1.25514,0.67431,0.91185,0.000843031,0.000843031,0.000843031
249,36492.7,1.30896,0.74271,0.93651,0.57916,0.44792,0.49057,0.28659,1.25506,0.67434,0.91179,0.000815947,0.000815947,0.000815947
250,36775.3,1.30552,0.74094,0.93655,0.57729,0.44782,0.48986,0.2864,1.25509,0.67438,0.91176,0.000789327,0.000789327,0.000789327
251,37059.3,1.30726,0.74065,0.93634,0.57478,0.44723,0.48995,0.28654,1.25489,0.67429,0.91167,0.000763174,0.000763174,0.000763174
252,37343.5,1.30501,0.74035,0.93635,0.57428,0.44781,0.49007,0.28656,1.25492,0.67425,0.9117,0.000737492,0.000737492,0.000737492
253,37631.3,1.30567,0.73989,0.93534,0.57271,0.44783,0.48987,0.28662,1.25491,0.67414,0.91167,0.000712282,0.000712282,0.000712282
254,37919.1,1.30651,0.74005,0.93587,0.575,0.44609,0.49011,0.28669,1.2548,0.67406,0.91157,0.000687548,0.000687548,0.000687548
255,38202.1,1.30303,0.73693,0.93526,0.57249,0.44828,0.49035,0.2867,1.25474,0.67412,0.91155,0.000663292,0.000663292,0.000663292
256,38485,1.30304,0.73729,0.93593,0.57333,0.44807,0.49086,0.28662,1.25482,0.67419,0.91153,0.000639518,0.000639518,0.000639518
257,38769.2,1.30236,0.73648,0.9348,0.57543,0.44634,0.49085,0.28672,1.25478,0.6741,0.91142,0.000616227,0.000616227,0.000616227
258,39053.7,1.30418,0.73704,0.93517,0.57476,0.45003,0.49059,0.2866,1.2547,0.67402,0.91132,0.000593422,0.000593422,0.000593422
259,39336.2,1.3006,0.73357,0.9346,0.57991,0.4471,0.4909,0.28664,1.25474,0.67401,0.91127,0.000571106,0.000571106,0.000571106
260,39620.3,1.30225,0.73425,0.93416,0.57795,0.44775,0.49072,0.28672,1.25473,0.67394,0.91125,0.000549281,0.000549281,0.000549281
261,39904.9,1.29852,0.73243,0.93394,0.58277,0.4446,0.49097,0.28684,1.25468,0.67398,0.91119,0.00052795,0.00052795,0.00052795
262,40188.9,1.30097,0.73304,0.93417,0.58145,0.44673,0.49076,0.28686,1.25459,0.67399,0.91115,0.000507115,0.000507115,0.000507115
263,40475,1.30037,0.73222,0.93456,0.58195,0.44615,0.4915,0.28692,1.25464,0.67403,0.91116,0.000486777,0.000486777,0.000486777
264,40759.9,1.29971,0.73238,0.93416,0.58301,0.44543,0.49097,0.2868,1.25466,0.67404,0.91115,0.000466941,0.000466941,0.000466941
265,41046.2,1.29775,0.73111,0.93392,0.58215,0.44512,0.49128,0.28702,1.25453,0.674,0.91109,0.000447606,0.000447606,0.000447606
266,41331.5,1.29866,0.73107,0.93382,0.58192,0.44393,0.49072,0.28679,1.25467,0.67409,0.91114,0.000428777,0.000428777,0.000428777
267,41614.8,1.29746,0.73051,0.93308,0.58424,0.44328,0.49152,0.28694,1.25451,0.67399,0.91108,0.000410454,0.000410454,0.000410454
268,41897.9,1.2969,0.73104,0.93295,0.58412,0.44201,0.49087,0.28672,1.25447,0.67397,0.91099,0.00039264,0.00039264,0.00039264
269,42183.8,1.29672,0.72816,0.93216,0.58291,0.4437,0.49094,0.28689,1.25443,0.67405,0.91089,0.000375337,0.000375337,0.000375337
270,42470.3,1.29524,0.7265,0.93181,0.58042,0.44391,0.49087,0.28662,1.25439,0.67405,0.9108,0.000358546,0.000358546,0.000358546
271,42757.1,1.29638,0.72896,0.93281,0.58291,0.4435,0.49155,0.28667,1.2543,0.67391,0.91075,0.00034227,0.00034227,0.00034227
272,43047.5,1.29554,0.7278,0.93241,0.58436,0.44263,0.49146,0.28674,1.25434,0.67389,0.91065,0.00032651,0.00032651,0.00032651
273,43332.9,1.29689,0.72783,0.93327,0.58279,0.44301,0.49176,0.28691,1.25437,0.67391,0.91069,0.000311268,0.000311268,0.000311268
